Application,Schema,Table,Type,Column,Data Type,"Default 
Value","Column 
Key","IS_NULL
ABLE","Auto 
Increment",Description
Example,cmpdb,user,table,user_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of user
Example,cmpdb,user,table,name,varchar(45),,,NO,,Stores String Name of user
Example,cmpdb,user,table,email,varchar(100),,,NO,,Stores String Email of user
Example,cmpdb,user,table,password,varchar(250),,,NO,,Stores String Password of user
Example,cmpdb,user,table,salt,varchar(50),,,NO,,Stores String Salt of user
Example,cmpdb,user,table,date_validated_email,datetime,,,YES,,Date_Validated date of user
Example,cmpdb,user,table,role_id_fk,int(11),,MUL,YES,,Stores String Fk of user
Example,cmpdb,user,table,approved_on,datetime,,,YES,,Approved date of user
Example,cmpdb,user,table,approved_by,int(11),,,YES,,Stores String By of user
Example,cmpdb,user,table,contact,varchar(15),,,YES,,Stores String Contact of user
Example,cmpdb,user,table,is_email_validated,tinyint(1),,,YES,,Stores String Validated of user
Example,cmpdb,user,table,created_by,int(11),,,YES,,Stores String By of user
Example,cmpdb,user,table,created_on,datetime,,,YES,,Created date of user
Example,cmpdb,user,table,modified_by,int(11),,,YES,,Stores String By of user
Example,cmpdb,user,table,modified_on,datetime,,,YES,,Modified date of user
Example,cmpdb,user,table,is_active,tinyint(1),,,YES,,Stores String Active of user
Example,cmpdb,user,table,is_tplus_enabled,tinyint(1),1,,YES,,Stores String Enabled of user
Example,cmpdb,v_day_count_edm,table,promotion_date,date,,,YES,,Promotion date of v_day_count_edm
Example,cmpdb,v_day_count_edm,table,channel_type,varchar(5),,,NO,,Stores String Type of v_day_count_edm
Example,cmpdb,v_day_count_edm,table,csn,varchar(20),,,YES,,Stores String Csn of v_day_count_edm
Example,cmpdb,v_day_count_edm,table,csn_cnt,bigint(21),0,,NO,,Stores String Cnt of v_day_count_edm
Example,cmpdb,v_day_count_sms,table,promotion_date,date,,,YES,,Promotion date of v_day_count_sms
Example,cmpdb,v_day_count_sms,table,channel_type,varchar(3),,,NO,,Stores String Type of v_day_count_sms
Example,cmpdb,v_day_count_sms,table,csn,varchar(20),,,YES,,Stores String Csn of v_day_count_sms
Example,cmpdb,v_day_count_sms,table,csn_cnt,bigint(21),0,,NO,,Stores String Cnt of v_day_count_sms
Example,cmpdb,v_global_calander_edm,table,promotion_date,date,,,YES,,Promotion date of v_global_calander_edm
Example,cmpdb,v_global_calander_edm,table,channel_type,varchar(5),,,NO,,Stores String Type of v_global_calander_edm
Example,cmpdb,v_global_calander_edm,table,no_of_csn,bigint(21),0,,NO,,Stores String Csn of v_global_calander_edm
Example,cmpdb,v_global_calander_sms,table,promotion_date,date,,,YES,,Promotion date of v_global_calander_sms
Example,cmpdb,v_global_calander_sms,table,channel_type,varchar(3),,,NO,,Stores String Type of v_global_calander_sms
Example,cmpdb,v_global_calander_sms,table,no_of_csn,bigint(21),0,,NO,,Stores String Csn of v_global_calander_sms
Example,cmpdb,v_global_daily_contact_policy_edm,table,promotion_date,date,,,YES,,Promotion date of v_global_daily_contact_policy_edm
Example,cmpdb,v_global_daily_contact_policy_edm,table,channel_type,varchar(5),,,NO,,Stores String Type of v_global_daily_contact_policy_edm
Example,cmpdb,v_global_daily_contact_policy_edm,table,csn,varchar(20),,,YES,,Stores String Csn of v_global_daily_contact_policy_edm
Example,cmpdb,v_global_daily_contact_policy_sms,table,promotion_date,date,,,YES,,Promotion date of v_global_daily_contact_policy_sms
Example,cmpdb,v_global_daily_contact_policy_sms,table,channel_type,varchar(3),,,NO,,Stores String Type of v_global_daily_contact_policy_sms
Example,cmpdb,v_global_daily_contact_policy_sms,table,csn,varchar(20),,,YES,,Stores String Csn of v_global_daily_contact_policy_sms
Example,cmpdb,v_global_weekly_contact_policy_edm,table,CSN,varchar(20),,,YES,,Stores String Csn of v_global_weekly_contact_policy_edm
Example,cmpdb,v_global_weekly_contact_policy_edm,table,channel_type,varchar(5),,,NO,,Stores String Type of v_global_weekly_contact_policy_edm
Example,cmpdb,v_global_weekly_contact_policy_edm,table,week_start_date,date,,,YES,,Week_Start date of v_global_weekly_contact_policy_edm
Example,cmpdb,v_global_weekly_contact_policy_edm,table,week_end_date,date,,,YES,,Week_End date of v_global_weekly_contact_policy_edm
Example,cmpdb,v_global_weekly_contact_policy_sms,table,CSN,varchar(20),,,YES,,Stores String Csn of v_global_weekly_contact_policy_sms
Example,cmpdb,v_global_weekly_contact_policy_sms,table,channel_type,varchar(3),,,NO,,Stores String Type of v_global_weekly_contact_policy_sms
Example,cmpdb,v_global_weekly_contact_policy_sms,table,week_start_date,date,,,YES,,Week_Start date of v_global_weekly_contact_policy_sms
Example,cmpdb,v_global_weekly_contact_policy_sms,table,week_end_date,date,,,YES,,Week_End date of v_global_weekly_contact_policy_sms
Example,cmpdb,v_weekly_comm_count_edm,table,CSN,varchar(20),,,YES,,Stores String Csn of v_weekly_comm_count_edm
Example,cmpdb,v_weekly_comm_count_edm,table,channel_type,varchar(5),,,NO,,Stores String Type of v_weekly_comm_count_edm
Example,cmpdb,v_weekly_comm_count_edm,table,csn_count,bigint(21),0,,NO,,Stores String Count of v_weekly_comm_count_edm
Example,cmpdb,v_weekly_comm_count_edm,table,week_start_date,date,,,YES,,Week_Start date of v_weekly_comm_count_edm
Example,cmpdb,v_weekly_comm_count_edm,table,week_end_date,date,,,YES,,Week_End date of v_weekly_comm_count_edm
Example,cmpdb,v_weekly_comm_count_sms,table,CSN,varchar(20),,,YES,,Stores String Csn of v_weekly_comm_count_sms
Example,cmpdb,v_weekly_comm_count_sms,table,channel_type,varchar(3),,,NO,,Stores String Type of v_weekly_comm_count_sms
Example,cmpdb,v_weekly_comm_count_sms,table,csn_count,bigint(21),0,,NO,,Stores String Count of v_weekly_comm_count_sms
Example,cmpdb,v_weekly_comm_count_sms,table,week_start_date,date,,,YES,,Week_Start date of v_weekly_comm_count_sms
Example,cmpdb,v_weekly_comm_count_sms,table,week_end_date,date,,,YES,,Week_End date of v_weekly_comm_count_sms
Example,cmpdb,yearly_holidays,table,yearly_holiday_id_pk,int(11),0,,NO,,Stores String Pk of yearly_holidays
Example,cmpdb,yearly_holidays,table,holiday_name,varchar(100),,,YES,,Stores String Name of yearly_holidays
Example,cmpdb,yearly_holidays,table,holiday_date,date,,,YES,,Holiday date of yearly_holidays
Example,cmpdb,yearly_holidays,table,year,varchar(45),,,YES,,Stores String Year of yearly_holidays
Example,cmpdb,yearly_holidays,table,region,varchar(45),,,YES,,Stores String Region of yearly_holidays
Example,cmpdb,yearly_holidays,table,is_active,tinyint(1),,,YES,,Stores String Active of yearly_holidays
Example,cmpdb,yearly_holidays,table,created_on,datetime,,,YES,,Created date of yearly_holidays
Example,cmpdb,yearly_holidays,table,created_by,int(11),,,YES,,Stores String By of yearly_holidays
Example,cmpdb,yearly_holidays,table,modified_on,datetime,,,YES,,Modified date of yearly_holidays
Example,cmpdb,yearly_holidays,table,modified_by,int(11),,,YES,,Stores String By of yearly_holidays
